JobCode,CostFamilyL2Code,CostFamilyL2Description,documentDate,pbsCode,pbsDescription,revisedQuantity,RevisedRate,workDoneQuantity,ActualRate,ACWP
$#18JCDE,2160,Masonry,2020-02-29 00:00:00.000,6066-2160-001,Masonry (measured in m2),718.52,3451,587.21,3957,2323589.97
$#18JCDE,2160,Masonry,2020-04-30 00:00:00.000,6066-2160-001,Masonry (measured in m2),718.52,3451,587.21,3957,2323589.97
$#18JCDE,2010,Earthwork,2023-08-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),225151.22,287,102708.6,396,40672605.6
$#18JCDE,2060,Concreting,2021-11-30 00:00:00.000,6062-2060-002,Concreting,102096.9,6162,48901.49,6457,315756920.93
$#18JCDE,2060,Concreting,2022-02-28 00:00:00.000,6062-2060-002,Concreting,102096.9,6162,58893.49,6363,374739276.87
$#18JCDE,2060,Concreting,2022-04-30 00:00:00.000,6062-2060-002,Concreting,102096.9,6166,62876.07,6325,397691142.75
$#18JCDE,2110,Formwork,2019-11-30 00:00:00.000,6063-2110-003,System Formwork (aluminium),883810.09,411,11940.98,970,11582750.6
$#18JCDE,2110,Formwork,2021-01-31 00:00:00.000,6063-2110-003,System Formwork (aluminium),883810.09,426,190288.89,507,96476467.23
$#18JCDE,2110,Formwork,2021-08-31 00:00:00.000,6063-2110-003,System Formwork (aluminium),883810.09,413,290727.89,424,123268625.36
$#18JCDE,2110,Formwork,2018-08-31 00:00:00.000,6063-2110-001,Conventional Formwork,97198.17,463,12810,463,5931030
$#18JCDE,2110,Formwork,2018-10-31 00:00:00.000,6063-2110-001,Conventional Formwork,97198.17,465,29571,468,13839228
$#18JCDE,2110,Formwork,2020-01-31 00:00:00.000,6063-2110-001,Conventional Formwork,97198.17,464,78021,419,32690799
$#18JCDE,2110,Formwork,2020-06-30 00:00:00.000,6063-2110-001,Conventional Formwork,97198.17,463,78021,426,33236946
$#18JCDE,2010,Earthwork,2018-07-31 00:00:00.000,6061-2010-006,Backfilling,70725.18,325,208,253,52624
$#18JCDE,2010,Earthwork,2018-09-30 00:00:00.000,6061-2010-006,Backfilling,70725.18,325,3281.86,254,833592.44
$#18JCDE,2010,Earthwork,2018-11-30 00:00:00.000,6061-2010-006,Backfilling,70725.18,325,11481.86,253,2904910.58
$#18JCDE,2010,Earthwork,2019-02-28 00:00:00.000,6061-2010-006,Backfilling,70725.18,321,14796.86,234,3462465.24
$#17JCDE,2190,Plastering,2020-10-31 00:00:00.000,6066-2190-001,Plastering,66613,386,18155,471,8551005
$#17JCDE,2190,Plastering,2020-12-31 00:00:00.000,6066-2190-001,Plastering,66613,386,22403,452,10126156
$#17JCDE,2190,Plastering,2021-03-31 00:00:00.000,6066-2190-001,Plastering,66613,386,29403,408,11996424
$#17JCDE,2190,Plastering,2021-05-31 00:00:00.000,6066-2190-001,Plastering,66613,386,30053,409,12291677
$#17JCDE,2190,Plastering,2021-07-31 00:00:00.000,6066-2190-001,Plastering,66613,386,30053,409,12612242.33
$#17JCDE,2190,Plastering,2021-09-30 00:00:00.000,6066-2190-001,Plastering,66613,403,30053,425,14388740.5
$#17JCDE,2190,Plastering,2021-11-30 00:00:00.000,6066-2190-001,Plastering,66613,403,45944,379,17412776
$#18JCDE,2110,Formwork,2019-06-30 00:00:00.000,6063-2110-002,L&T Formwork,38488.91,445,23247,388,9019836
$#18JCDE,2191,Painting,2019-07-31 00:00:00.000,6066-2191-001,Painting,2432914,139,1500,123,184500
$#18JCDE,2191,Painting,2019-09-30 00:00:00.000,6066-2191-001,Painting,2432914,139,1500,123,653500
$#18JCDE,2191,Painting,2019-11-30 00:00:00.000,6066-2191-001,Painting,2432914,139,1500,123,1122500
$#18JCDE,2191,Painting,2020-03-31 00:00:00.000,6066-2191-001,Painting,2432914,139,1500,1072,1608000
$#18JCDE,2191,Painting,2020-05-31 00:00:00.000,6066-2191-001,Painting,2432914,139,1500,1072,1608000
$#18JCDE,2195,"Doors, Windows, Ventilators, Rolling Shutters",2019-04-30 00:00:00.000,6067-2195-001,"Doors, Windows, Ventilators, Rolling Shutters",22578.6,3730,5218,3259,17005462
$#18JCDE,2010,Earthwork,2023-10-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),225151.22,285,106308.6,396,42098205.6
$#18JCDE,2010,Earthwork,2023-12-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),225151.22,265,106308.6,396,42098205.6
$#18JCDE,2191,Painting,2019-08-31 00:00:00.000,6066-2191-001,Painting,430436,135,2750,457,1256750
$#18JCDE,2010,Earthwork,2019-03-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),103245.89,277,36248,62,2247376
$#18JCDE,2010,Earthwork,2019-05-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),103245.89,277,39113,121,4732673
$#18JCDE,2010,Earthwork,2019-07-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),103245.89,277,47471,164,7785244
$#18JCDE,2010,Earthwork,2019-09-30 00:00:00.000,6061-2010-001,Excavation (in all types of soils),103245.89,277,47471,164,7785244
$#18JCDE,2010,Earthwork,2019-11-30 00:00:00.000,6061-2010-001,Excavation (in all types of soils),103245.89,277,47471,168,7975128
$#18JCDE,2010,Earthwork,2020-03-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),103245.89,277,47471,169,8022599
$#18JCDE,2010,Earthwork,2020-05-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),103245.89,277,47471,169,8022599
$#18JCDE,2010,Earthwork,2020-07-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),103245.89,277,47471,169,8022599
$#18JCDE,2010,Earthwork,2021-02-28 00:00:00.000,6061-2010-001,Excavation (in all types of soils),103245.89,277,47470.92,169,8022585.48
$#18JCDE,2170,Masonry,2019-08-31 00:00:00.000,6066-2170-001,Masonry (measured in m3),5000,201,89,3247,288983
$#18JCDE,2170,Masonry,2019-10-31 00:00:00.000,6066-2170-001,Masonry (measured in m3),5000,201,89,3247,288983
$#18JCDE,2160,Masonry,2019-06-30 00:00:00.000,6066-2160-001,Masonry (measured in m2),7098.06,1057,115,4832,555680
$#17JCDE,2045,Waterproofing,2023-01-31 00:00:00.000,6066-2045-001,Waterproofing,204265,648,173658.61,631,109578582.91
$#17JCDE,2045,Waterproofing,2023-08-31 00:00:00.000,6066-2045-001,Waterproofing,204265,616,175758.61,640,112485510.4
$#17JCDE,2045,Waterproofing,2023-10-31 00:00:00.000,6066-2045-001,Waterproofing,204265,616,175758.61,646,113540062.06
$#18JCDE,2160,Masonry,2020-01-31 00:00:00.000,6066-2160-001,Masonry (measured in m2),7098.06,1057,1188.12,768,912476.16
$#18JCDE,2110,Formwork,2019-10-31 00:00:00.000,6063-2110-002,L&T Formwork,183702.72,438,6659.17,494,3289629.98
$#18JCDE,2110,Formwork,2019-12-31 00:00:00.000,6063-2110-002,L&T Formwork,183702.72,438,6659.17,511,3402835.87
$#18JCDE,2045,Waterproofing,2019-06-30 00:00:00.000,6066-2045-001,Waterproofing,30626.26,480,5989,602,3605378
$#18JCDE,2190,Plastering,2019-01-31 00:00:00.000,6066-2190-001,Plastering,7851,261,703,266,186998
$#18JCDE,2190,Plastering,2019-08-31 00:00:00.000,6066-2190-001,Plastering,7851,261,5537.68,211,1168450.48
$#18JCDE,2040,Anti Termite/Weed Treatment,2019-01-31 00:00:00.000,6080-2040-001,Anti Termite Treatment,12746.97,50,4810,50,240500
$#18JCDE,2040,Anti Termite/Weed Treatment,2019-08-31 00:00:00.000,6080-2040-001,Anti Termite Treatment,12746.97,50,4995,50,249750
$#17JCDE,2040,Anti Termite/Weed Treatment,2023-11-30 00:00:00.000,6080-2040-001,Anti Termite Treatment,73189,15,49716,11,546876
$#17JCDE,2190,Plastering,2019-06-30 00:00:00.000,6066-2190-001,Plastering,66613,386,1824,282,514368
$#18JCDE,2100,Reinforcement Steel Work,2019-01-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,11410.84,45959,915.84,16456,15071063.04
$#18JCDE,2100,Reinforcement Steel Work,2019-08-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,11410.84,46134,1665.14,53314,88543264.45
$#18JCDE,2100,Reinforcement Steel Work,2019-10-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,11410.84,46134,1665.14,53314,88079245.44
$#18JCDE,2100,Reinforcement Steel Work,2019-12-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,11410.84,46134,1665.14,53314,87615226.43
$#18JCDE,2100,Reinforcement Steel Work,2020-08-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,11410.84,46134,1665.14,52761,87854451.54
$#18JCDE,2100,Reinforcement Steel Work,2020-10-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,11410.84,46134,1665.14,52761,89320884.83
$#18JCDE,2060,Concreting,2018-12-31 00:00:00.000,6062-2060-002,Concreting,199698.17,3326,1113.03,12242,13625713.26
$#18JCDE,2060,Concreting,2019-03-31 00:00:00.000,6062-2060-002,Concreting,199698.17,3370,15409.2,5970,91992924
$#18JCDE,2060,Concreting,2019-05-31 00:00:00.000,6062-2060-002,Concreting,199698.17,3373,17330.31,3868,67033639.08
$#18JCDE,2110,Formwork,2018-12-31 00:00:00.000,6063-2110-002,L&T Formwork,57857.34,502,10500,503,5281500
$#18JCDE,2110,Formwork,2019-03-31 00:00:00.000,6063-2110-002,L&T Formwork,57857.34,502,24071,502,12083642
$#18JCDE,2110,Formwork,2019-05-31 00:00:00.000,6063-2110-002,L&T Formwork,57857.34,502,26532.46,502,13319294.92
$#18JCDE,2110,Formwork,2019-07-31 00:00:00.000,6063-2110-002,L&T Formwork,57857.34,502,26532.46,509,13505022.14
$#18JCDE,2110,Formwork,2019-09-30 00:00:00.000,6063-2110-002,L&T Formwork,57857.34,502,26532.46,601,15946008.46
$#18JCDE,2110,Formwork,2022-02-28 00:00:00.000,6063-2110-001,Conventional Formwork,270347.35,778,122829.83,743,91262563.69
$#18JCDE,2110,Formwork,2022-04-30 00:00:00.000,6063-2110-001,Conventional Formwork,270347.35,777,135169.83,776,104891788.08
$#18JCDE,2110,Formwork,2022-06-30 00:00:00.000,6063-2110-001,Conventional Formwork,271315.3,878,135169.83,728,98403636.24
$#18JCDE,2045,Waterproofing,2019-03-31 00:00:00.000,6066-2045-001,Waterproofing,17182.84,435,2638,0,0
$#18JCDE,2045,Waterproofing,2019-05-31 00:00:00.000,6066-2045-001,Waterproofing,17182.84,435,2638,0,0
$#18JCDE,2045,Waterproofing,2019-07-31 00:00:00.000,6066-2045-001,Waterproofing,17182.84,436,2638,0,0
$#18JCDE,2045,Waterproofing,2019-09-30 00:00:00.000,6066-2045-001,Waterproofing,17182.84,436,2638,138,364044
$#18JCDE,2110,Formwork,2023-01-31 00:00:00.000,6063-2110-001,Conventional Formwork,271315.3,870,167749.83,695,116586131.85
$#18JCDE,2045,Waterproofing,2019-11-30 00:00:00.000,6066-2045-001,Waterproofing,17182.84,436,2638,62,163556
$#18JCDE,2045,Waterproofing,2020-03-31 00:00:00.000,6066-2045-001,Waterproofing,17182.84,436,2638,138,364044
$#18JCDE,2045,Waterproofing,2020-05-31 00:00:00.000,6066-2045-001,Waterproofing,17182.84,436,2638,138,364044
$#18JCDE,2045,Waterproofing,2020-07-31 00:00:00.000,6066-2045-001,Waterproofing,17182.84,436,2638,138,364044
$#18JCDE,2110,Formwork,2019-03-31 00:00:00.000,6063-2110-003,Aluminium Formwork,398608.04,341,166476.02,390,64925647.8
$#18JCDE,2110,Formwork,2019-05-31 00:00:00.000,6063-2110-003,Aluminium Formwork,398608.04,341,196571.5,378,74304027
$#18JCDE,2060,Concreting,2020-01-31 00:00:00.000,6062-2060-002,Concreting,4022,4292,2424.27,7121,17263226.67
$#18JCDE,2060,Concreting,2020-02-29 00:00:00.000,6062-2060-002,Concreting,4022,4443,2424.27,7371,17869294.17
$#18JCDE,2040,Anti Termite/Weed Treatment,2019-04-30 00:00:00.000,6080-2040-001,Anti Termite Treatment,5100,42,1400,0,0
$#18JCDE,2040,Anti Termite/Weed Treatment,2019-06-30 00:00:00.000,6080-2040-001,Anti Termite Treatment,5100,42,1400,25,35000
$#18JCDE,2040,Anti Termite/Weed Treatment,2020-01-31 00:00:00.000,6080-2040-001,Anti Termite Treatment,5100,38,1400,104,145600
$#18JCDE,2040,Anti Termite/Weed Treatment,2020-02-29 00:00:00.000,6080-2040-001,Anti Termite Treatment,5100,38,1400,104,145600
$#18JCDE,2190,Plastering,2020-05-31 00:00:00.000,6066-2190-001,Plastering,2138,190,914,233,212962
$#18JCDE,2195,"Doors, Windows, Ventilators, Rolling Shutters",2020-01-31 00:00:00.000,6067-2195-001,"Doors, Windows, Ventilators, Rolling Shutters",9551.5,1762,523.85,11470,6008559.5
$#18JCDE,2195,"Doors, Windows, Ventilators, Rolling Shutters",2020-02-29 00:00:00.000,6067-2195-001,"Doors, Windows, Ventilators, Rolling Shutters",9551.5,1731,531.67,11004,5850496.68
$#18JCDE,2270,Handrails,2020-01-31 00:00:00.000,6067-2270-001,Handrails,36.4,68328,3.54,205325,726850.5
$#18JCDE,2270,Handrails,2020-02-29 00:00:00.000,6067-2270-001,Handrails,36.4,68328,5.96,203766,1214445.36
$#19JCDE,2110,Formwork,2021-04-30 00:00:00.000,6063-2110-002,L&T Formwork,252622.41,863,37324.23,710,26500203.3
$#18JCDE,2060,Concreting,2022-08-31 00:00:00.000,6062-2060-002,Concreting,116631.9,6677,69937.07,6356,444520016.92
$#18JCDE,2010,Earthwork,2020-01-31 00:00:00.000,6061-2010-006,Backfilling,55596.59,337,34945.27,162,5661133.74
$#18JCDE,2010,Earthwork,2019-04-30 00:00:00.000,6061-2010-006,Backfilling,70725.18,325,14796.86,254,3758402.44
$#18JCDE,2010,Earthwork,2019-06-30 00:00:00.000,6061-2010-006,Backfilling,70725.18,325,25196.86,254,6400002.44
$#18JCDE,2010,Earthwork,2020-02-29 00:00:00.000,6061-2010-006,Backfilling,70725.18,323,26696.86,247,6594124.42
$#18JCDE,2010,Earthwork,2020-02-29 00:00:00.000,6061-2010-013,Reinforced Earth fill / Select Fill,7498.37,1037,147.22,0,0
$#17JCDE,2140,Structural Steel Work,2021-09-30 00:00:00.000,6065-2140-001,Structural Steel Work,190,84356,12,241539,3263082
$#17JCDE,2140,Structural Steel Work,2021-11-30 00:00:00.000,6065-2140-001,Structural Steel Work,190,84356,12,303220,3638640
$#17JCDE,2140,Structural Steel Work,2022-02-28 00:00:00.000,6065-2140-001,Structural Steel Work,190,84361,12,329160,3949920
$#18JCDE,2110,Formwork,2019-11-30 00:00:00.000,6063-2110-003,Aluminium Formwork,289642.77,413,189967.91,409,77696875.19
$#18JCDE,2110,Formwork,2020-05-31 00:00:00.000,6063-2110-003,Aluminium Formwork,289642.77,413,189967.91,443,84155784.13
$#18JCDE,2110,Formwork,2020-07-31 00:00:00.000,6063-2110-003,Aluminium Formwork,289642.77,413,189967.91,445,84535719.95
$#18JCDE,2191,Painting,2019-07-31 00:00:00.000,6066-2191-001,Painting,315673.31,158,27616.2,141,3893884.2
$#18JCDE,2191,Painting,2019-09-30 00:00:00.000,6066-2191-001,Painting,315673.31,158,27616.2,147,4059581.4
$#18JCDE,2191,Painting,2019-11-30 00:00:00.000,6066-2191-001,Painting,315673.31,158,27616.2,147,4059581.4
$#18JCDE,2191,Painting,2020-05-31 00:00:00.000,6066-2191-001,Painting,315673.31,158,27616.2,147,4059581.4
$#18JCDE,2195,"Doors, Windows, Ventilators, Rolling Shutters",2019-06-30 00:00:00.000,6067-2195-001,"Doors, Windows, Ventilators, Rolling Shutters",22578.6,3735,6658,3842,25580036
$#18JCDE,2195,"Doors, Windows, Ventilators, Rolling Shutters",2020-01-31 00:00:00.000,6067-2195-001,"Doors, Windows, Ventilators, Rolling Shutters",22578.6,3735,7767,3826,29716542
$#18JCDE,2195,"Doors, Windows, Ventilators, Rolling Shutters",2020-02-29 00:00:00.000,6067-2195-001,"Doors, Windows, Ventilators, Rolling Shutters",22578.6,3735,7767,3826,29716542
$#18JCDE,2195,"Doors, Windows, Ventilators, Rolling Shutters",2020-04-30 00:00:00.000,6067-2195-001,"Doors, Windows, Ventilators, Rolling Shutters",22578.6,3735,7767,3826,29716542
$#18JCDE,2195,"Doors, Windows, Ventilators, Rolling Shutters",2020-06-30 00:00:00.000,6067-2195-001,"Doors, Windows, Ventilators, Rolling Shutters",22578.6,3735,7767,3826,29716542
$#18JCDE,2100,Reinforcement Steel Work,2019-03-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,2671.19,46413,879.04,74558,65539464.32
$#18JCDE,2100,Reinforcement Steel Work,2019-05-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,2671.19,46412,1041.06,74419,77474644.14
$#18JCDE,2100,Reinforcement Steel Work,2019-07-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,2671.19,46413,1041.06,74833,77905642.98
$#18JCDE,2100,Reinforcement Steel Work,2019-09-30 00:00:00.000,6064-2100-001,Reinforcement Steel Work,2671.19,46413,1430.06,54692,78212841.52
$#18JCDE,2100,Reinforcement Steel Work,2019-11-30 00:00:00.000,6064-2100-001,Reinforcement Steel Work,2671.19,46413,1430.06,54747,78291494.82
$#18JCDE,2100,Reinforcement Steel Work,2020-03-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,2671.19,46413,1430.06,54841,78425920.46
$#18JCDE,2100,Reinforcement Steel Work,2020-05-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,2671.19,46429,1430.06,54902,78513154.12
$#18JCDE,2100,Reinforcement Steel Work,2020-07-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,2671.19,46425,1430.06,54963,78600387.78
$#17JCDE,2190,Plastering,2020-01-31 00:00:00.000,6066-2190-001,Plastering,66613,386,16248.28,251,4078318.28
$#17JCDE,2190,Plastering,2020-02-29 00:00:00.000,6066-2190-001,Plastering,66613,386,16248.28,245,3980828.6
$#17JCDE,2190,Plastering,2020-04-30 00:00:00.000,6066-2190-001,Plastering,66613,386,16248.28,245,5042382.89
$#17JCDE,2190,Plastering,2020-06-30 00:00:00.000,6066-2190-001,Plastering,66613,386,16248.28,424,6889270.72
$#18JCDE,2060,Concreting,2018-07-31 00:00:00.000,6062-2060-002,Concreting,67610.16,3316,2125.8,3483,7404161.4
$#18JCDE,2110,Formwork,2019-08-31 00:00:00.000,6063-2110-002,L&T Formwork,38488.91,445,23247,442,10275174
$#17JCDE,2060,Concreting,2021-07-31 00:00:00.000,6062-2060-002,Concreting,360597,4119,244522,4098,1070040444
$#17JCDE,2060,Concreting,2021-09-30 00:00:00.000,6062-2060-002,Concreting,360597,4357,272198,4056,1128203031.5
$#17JCDE,2060,Concreting,2021-11-30 00:00:00.000,6062-2060-002,Concreting,360597,4359,284822,4185,1191980070
$#17JCDE,2060,Concreting,2022-02-28 00:00:00.000,6062-2060-002,Concreting,360597,4359,314062,4308,1352979096
$#17JCDE,2060,Concreting,2022-04-30 00:00:00.000,6062-2060-002,Concreting,360597,4334,321173,4409,1416051757
$#17JCDE,2060,Concreting,2022-06-30 00:00:00.000,6062-2060-002,Concreting,360597,4333,324674,4453,1445773322
$#17JCDE,2060,Concreting,2023-09-30 00:00:00.000,6062-2060-002,Concreting,360597,4354,334064,4585,1531683440
$#17JCDE,2060,Concreting,2023-11-30 00:00:00.000,6062-2060-002,Concreting,360597,4354,334064,4582,1530681248
$#18JCDE,2010,Earthwork,2020-02-29 00:00:00.000,6061-2010-006,Backfilling,55596.59,337,34945.27,162,5661133.74
$#18JCDE,2010,Earthwork,2020-04-30 00:00:00.000,6061-2010-006,Backfilling,55596.59,337,34945.27,162,5661133.74
$#18JCDE,2110,Formwork,2019-01-31 00:00:00.000,6063-2110-003,Aluminium Formwork,315990.19,398,64901.7,421,27323615.7
$#18JCDE,2110,Formwork,2019-08-31 00:00:00.000,6063-2110-003,Aluminium Formwork,315990.19,398,177115.75,302,53488956.5
$#18JCDE,2110,Formwork,2019-10-31 00:00:00.000,6063-2110-003,Aluminium Formwork,315990.19,398,177115.75,333,58979544.75
$#18JCDE,2110,Formwork,2019-12-31 00:00:00.000,6063-2110-003,Aluminium Formwork,315990.19,398,177115.75,343,60750702.25
$#18JCDE,2191,Painting,2019-01-31 00:00:00.000,6066-2191-001,Painting,344389.29,154,500,119,59500
$#18JCDE,2010,Earthwork,2020-05-31 00:00:00.000,6061-2010-006,Backfilling,354125.68,308,61245.25,230,14086407.5
$#18JCDE,2010,Earthwork,2020-07-31 00:00:00.000,6061-2010-006,Backfilling,354125.68,309,61245.25,240,14698860
$#18JCDE,2010,Earthwork,2020-09-30 00:00:00.000,6061-2010-006,Backfilling,354125.68,309,61245.25,240,14413048.83
$#18JCDE,2010,Earthwork,2020-11-30 00:00:00.000,6061-2010-006,Backfilling,354125.68,309,61245.25,226,13841426.5
$#17JCDE,2010,Earthwork,2019-01-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),1109075,142,524428,110,57687080
$#17JCDE,2010,Earthwork,2019-08-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),1109075,142,765795,118,90363810
$#17JCDE,2010,Earthwork,2019-10-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),1109075,142,765795,118,96490170
$#18JCDE,2010,Earthwork,2020-06-30 00:00:00.000,6061-2010-001,Excavation (in all types of soils),225151.22,280,74986.22,405,30369419.1
$#18JCDE,2010,Earthwork,2021-01-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),225151.22,280,74985.6,405,30369168
$#18JCDE,2010,Earthwork,2021-08-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),225151.22,281,79617.6,407,32404363.2
$#18JCDE,2010,Earthwork,2021-10-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),225151.22,281,87617.6,392,34346099.2
$#18JCDE,2010,Earthwork,2021-12-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),225151.22,281,96834.6,389,37668659.4
$#18JCDE,2010,Earthwork,2022-03-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),225151.22,281,96834.6,379,37285100.7
$#18JCDE,2010,Earthwork,2022-05-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),225151.22,281,99657.6,381,37969545.6
$#18JCDE,2010,Earthwork,2022-07-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),225151.22,286,99657.6,392,39065779.2
$#18JCDE,2010,Earthwork,2022-09-30 00:00:00.000,6061-2010-001,Excavation (in all types of soils),225151.22,286,102508.6,395,40490897
$#18JCDE,2010,Earthwork,2022-11-30 00:00:00.000,6061-2010-001,Excavation (in all types of soils),225151.22,286,102608.6,395,40530397
$#17JCDE,2190,Plastering,2019-07-31 00:00:00.000,6066-2190-001,Plastering,66613,386,3779.49,291,1099831.59
$#17JCDE,2190,Plastering,2019-09-30 00:00:00.000,6066-2190-001,Plastering,66613,386,3779.49,287,1514886.42
$#17JCDE,2190,Plastering,2019-11-30 00:00:00.000,6066-2190-001,Plastering,66613,386,7917.44,300,2375232
$#17JCDE,2190,Plastering,2021-01-31 00:00:00.000,6066-2190-001,Plastering,66613,386,27903,423,11802969
$#18JCDE,2110,Formwork,2019-07-31 00:00:00.000,6063-2110-003,Aluminium Formwork,398608.04,341,266746.5,377,100563430.5
$#18JCDE,2110,Formwork,2019-09-30 00:00:00.000,6063-2110-003,Aluminium Formwork,398608.04,341,266746.5,388,103497642
$#18JCDE,2110,Formwork,2019-11-30 00:00:00.000,6063-2110-003,Aluminium Formwork,398608.04,341,266746.5,425,113367262.5
$#18JCDE,2110,Formwork,2020-03-31 00:00:00.000,6063-2110-003,Aluminium Formwork,398608.04,341,266746.5,469,125104108.5
$#18JCDE,2110,Formwork,2020-05-31 00:00:00.000,6063-2110-003,Aluminium Formwork,398608.04,341,266746.5,509,135773968.5
$#18JCDE,2110,Formwork,2020-07-31 00:00:00.000,6063-2110-003,Aluminium Formwork,398608.04,341,266746.5,496,132306264
$#18JCDE,2110,Formwork,2021-02-28 00:00:00.000,6063-2110-003,Aluminium Formwork,398608.04,342,266746.5,492,131239278
$#18JCDE,2110,Formwork,2021-06-30 00:00:00.000,6063-2110-003,Aluminium Formwork,398608.04,343,266746.5,477,127238080.5
$#18JCDE,2045,Waterproofing,2022-10-31 00:00:00.000,6066-2045-001,Waterproofing,31023.1,687,13950.05,1219,17005110.95
$#18JCDE,2100,Reinforcement Steel Work,2019-01-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,1663.04,46563,422.14,62554,26406545.56
$#18JCDE,2100,Reinforcement Steel Work,2019-08-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,1663.04,46661,889.62,56907,50625605.34
$#18JCDE,2100,Reinforcement Steel Work,2019-10-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,1663.04,46661,889.62,57059,50760827.58
$#18JCDE,2100,Reinforcement Steel Work,2019-12-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,1663.04,46660,889.62,57877,51488536.74
$#18JCDE,2010,Earthwork,2019-01-31 00:00:00.000,6061-2010-006,Backfilling,55596.59,337,19240.13,111,2135654.43
$#17JCDE,2010,Earthwork,2019-12-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),1109075,142,765795,131,100319145
$#17JCDE,2010,Earthwork,2022-01-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),1109075,115,803776.94,153,122977871.82
$#17JCDE,2010,Earthwork,2022-08-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),958209,141,788736.94,171,134874016.74
$#17JCDE,2010,Earthwork,2022-10-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),958209,142,788736.94,172,135662753.68
$#17JCDE,2010,Earthwork,2022-12-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),958209,142,788736.94,172,135662753.68
$#17JCDE,2010,Earthwork,2023-03-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),958209,143,788736.94,173,136451490.62
$#17JCDE,2010,Earthwork,2023-05-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),958209,143,788736.94,173,136451490.62
$#17JCDE,2010,Earthwork,2023-07-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),958209,143,788736.94,173,136451490.62
$#17JCDE,2010,Earthwork,2023-09-30 00:00:00.000,6061-2010-001,Excavation (in all types of soils),958209,143,788736.94,174,137240227.56
$#18JCDE,2170,Masonry,2019-04-30 00:00:00.000,6066-2170-001,Masonry (measured in m2),4309.39,943,288.9,663,191540.7
$#18JCDE,2170,Masonry,2019-06-30 00:00:00.000,6066-2170-001,Masonry (measured in m2),4309.39,943,288.9,658,190096.2
$#17JCDE,2110,Formwork,2022-01-31 00:00:00.000,6063-2110-003,Aluminium Formwork,2272780,371,1898210,429,814332090
$#18JCDE,2100,Reinforcement Steel Work,2019-01-31 00:00:00.000,6064-2100-001,Reinforcement Steel Work,1524.38,47056,331,107061,35437191
$#18JCDE,2190,Plastering,2021-02-28 00:00:00.000,6066-2190-001,Plastering,12523,277,3177.63,146,463933.98
$#18JCDE,2191,Painting,2020-07-31 00:00:00.000,6066-2191-001,Painting,315673.31,158,27616.2,147,4059581.4
$#18JCDE,2010,Earthwork,2020-03-31 00:00:00.000,6061-2010-006,Backfilling,12408.54,970,8067.14,1080,8747468.81
$#18JCDE,2010,Earthwork,2020-05-31 00:00:00.000,6061-2010-006,Backfilling,12408.54,970,8067.14,1093,8817384.02
$#18JCDE,2010,Earthwork,2019-01-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),73458,166,4632.69,133,616147.77
$#18JCDE,2010,Earthwork,2019-08-31 00:00:00.000,6061-2010-001,Excavation (in all types of soils),73458,167,14914.26,130,1938853.8
